content	label_manual	scores	compound	negatif	netral	positif	label_vader
Very clear sound, picture and time allowance. Going to arrange a Zoom session with Whanau in Oz this month since no one is traveling. Ã°Å¸ËœÂÃ°Å¸â€˜ÂÃ°Å¸ÂÂ§Ã°Å¸Â§Â	P	{'neg': 0.078, 'neu': 0.819, 'pos': 0.103, 'compound': 0.1761}	0.1761	0.078	0.819	0.103	P
i cant hear the sound clearly!!!but its good .it can conduct calls also	P	{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5826}	0.5826	0.0	0.761	0.239	P
This app is pretty useful, but there's a problem when you're in a meeting and your video is on and you click home button then meeting doesn't end but your video turns off, so that's the problem, pls make sure that our video is turn on while we are out of zoom app but meeting still on, so	N	{'neg': 0.11, 'neu': 0.765, 'pos': 0.124, 'compound': -0.2606}	-0.2606	0.11	0.765	0.124	N
Great free meeting software. Slightly bothered about privacy implications.	P	{'neg': 0.13, 'neu': 0.389, 'pos': 0.48, 'compound': 0.7501}	0.7501	0.13	0.389	0.48	P
I started using zoom since this 2020 march. The features of zoom are not really good it consumes lot of data. The vedio quality is also not up to the Mark. The recent update is very bad. Though I am using zoom because it very nessary for me to attend classes. So please improve the features of zoom	NT	{'neg': 0.096, 'neu': 0.811, 'pos': 0.093, 'compound': -0.0634}	-0.0634	0.096	0.811	0.093	N
Well I like this app and it is very helpful it has hd quality video and audio is also super fine but 1 thing that was so annoyed me is I've to update it so many times , it's means update it 3-5 times in a month , if don't update it ofcourse it will beahve mischievous so guys this is good ap but need to update Ã°Å¸Ëœâ€¡Ã°Å¸â€˜ÂÃ°Å¸â„¢ÂÃ°Å¸Â¤Â³	P	{'neg': 0.056, 'neu': 0.782, 'pos': 0.162, 'compound': 0.6702}	0.6702	0.056	0.782	0.162	P
Since I am using zoom from last 6 to 7 months, the new version came in this month has one problem. That is when my video is on it shows off in the participants list. Why? This happening. I request to the company to take action onto this problem and rest all the features are very good	N	{'neg': 0.092, 'neu': 0.857, 'pos': 0.051, 'compound': -0.3883}	-0.3883	0.092	0.857	0.051	N
Nice app but Please add Virtual Background option for Android Please I even signed in but it didn't work I am just a student I don't even need a to sign in but for Virtual Background I did please fix this all other features are good I am happy with all features especially reporting by host any unknown can be reported even if he/she left the meeting please add the Option of Virtual Background in Android it's available in Iphone then why not in Android... From a Zoom User..... Plz fix the bug...	P	{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.9721}	0.9721	0.0	0.779	0.221	P
Overall great conferencing app. The constant improvements like added 'reactions' icons are welcome. So far, one annoying issue though: when screen sharing on phone, punctuation marks cannot be used in typing text on screen, because the use of these results in stopping screen sharing. Can this please be fixed?	P	{'neg': 0.071, 'neu': 0.621, 'pos': 0.308, 'compound': 0.9353}	0.9353	0.071	0.621	0.308	P
Im having a very good experience of Zoom app n I'm using it since 5 months, I had stopped using all other meeting apps since I started using Zoom app. But all of a sudden, since 2 days I'm facing difficulties while hosting n joining via wifi n d same is working via mobile internet. Moreover, d same wifi is working great wid other apps. I think dis should be resolved soon so Zoom app doesn't lose its users	P	{'neg': 0.047, 'neu': 0.812, 'pos': 0.141, 'compound': 0.8567}	0.8567	0.047	0.812	0.141	P
The new update seems not good,in this update when I minimise it in background of my device, instead of pausing the video icon is turning off.It is very uncomfortable for early users that we can't take any other app by minimising beacuse instead of pausing the video it's icon is turning off.please correct it in next update if possible.THANKYOU	N	{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.4391}	-0.4391	0.048	0.952	0.0	N
I really had a wonderful experience with zoom It is a nice app for meeting In this Corona time it really help me in my school meeting and other also	P	{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.8676}	0.8676	0.0	0.735	0.265	P
App is nice but sometimes I don't do anything and auto matically I get expelled like the teacher will be speaking I will be listening and I won't even touch my device and boom I get expelled and if I try joining again it's like the meeting has nit yeet Started and I ask my friends they will be like the cls is going on..So pls chk that bug and I am not getting how to chat in zoom as u showed in the pics I explored each and everything but I was not able to find so that's the reason I give 4 stars	P	{'neg': 0.042, 'neu': 0.813, 'pos': 0.145, 'compound': 0.9052}	0.9052	0.042	0.813	0.145	P
Been using Zoom on my Android Pixel 2 since March with no problems. With recent update, front camera isn't capturing light. I'm sweating under all the lights I have around me now and still video quality is dark. Hopefully will be fixed very soon	P	{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.607}	0.607	0.0	0.894	0.106	P
I have rated it four because I want one more feature in it that is we could also unmute and mute ourselves in participants also. And there are some bugs like the screen will rotate even when the auto rotate option is turned off.	P	{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4215}	0.4215	0.0	0.917	0.083	P
Normally works great. Sometimes voice and video out of sync	P	{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}	0.6249	0.0	0.687	0.313	P
Its been pretty good so far when it is overcast out side it can be a challenge with reception,other wise not too bad,thankyou	P	{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.8591}	0.8591	0.0	0.644	0.356	P
This app is very helpful for me. Though it l can do my online classes very easily. But sometimes l don't know why microphone and camera can't be on.	P	{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.8357}	0.8357	0.0	0.716	0.284	P
I have gave 4 stars because the meeting automatically end's after 40 minute. Can you change the duration 40 minute to 1 hour	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Although I like the latest updated version of this app it had nice programming but when our video is on and we go to next app or chat box or participants list it seems that our video is off which makes trouble for the people like me who need to use all three options like chat for the answers and attendance from participants lists and opening PDF for the better understanding so .... I hope my problem will be solved	P	{'neg': 0.072, 'neu': 0.717, 'pos': 0.211, 'compound': 0.9152}	0.9152	0.072	0.717	0.211	P
Easy to use, versatile features for presentations & meetings	P	{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}	0.4404	0.0	0.734	0.266	P
Zoom app is very intresting in all app, because in lockdown many student use this app for online reading.	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
It is a very good app for online learning classes for my school my teachers also are using this but one problem I find in this that every time when I use this app it says that in this time it will not be connected for the meeting and I was late many times because of this app only so I am giving it 4 stars so please sort out my problem and update this app for better things in ELT please	P	{'neg': 0.072, 'neu': 0.762, 'pos': 0.166, 'compound': 0.8511}	0.8511	0.072	0.762	0.166	P
Zoom is a very nice app but there is a problem that is I can't share the link in what's app. Please fix it.	N	{'neg': 0.19, 'neu': 0.648, 'pos': 0.162, 'compound': -0.2229}	-0.2229	0.19	0.648	0.162	N
Great app. Not quite the same functionality of the desktop version. Main limitation for me being only 4 people can be displayed on the screen rather than 25 on the desktop. I'd say most handsets could display 9 people without losing clarity. Great for out and about calls nonetheless.	NT	{'neg': 0.134, 'neu': 0.758, 'pos': 0.108, 'compound': -0.12}	-0.12	0.134	0.758	0.108	N
Need a feature please. My son seems to think he can just sit there with his camera off and not pay attention to the teacher. Can we get a feature that would allow only the parent to lock his camera on so the teacher can monitor what he's doing? Or if the teacher could lock his camera on would be ok too. Thanks	P	{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.8223}	0.8223	0.0	0.846	0.154	P
I like this app a lot especially in this covid as I can meet my friends who I love. I can meet my relatives as well, I can study and its very educational too. Its a nice app but the video should be clearer and it gets stuck in between which I think is not my net problem because we have fats network	P	{'neg': 0.035, 'neu': 0.786, 'pos': 0.179, 'compound': 0.804}	0.804	0.035	0.786	0.179	P
Only one thing missing.Ã¢â€”â€ 1. Provide a handle to rotate the objects like line, circle, rectangle etc objects. Ã¢â€”â€  2. It may be better, if you provide alternative combinations also e.g. alt+C and drift mouse or pen to to draw ellipse/ circle. Similarly Alt+l for line,. Alt+ s for rectangle square, alt + a to draw an arc.	P	{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.6597}	0.6597	0.0	0.911	0.089	P
Nice app but the reason that it have not given 5 stars is that earlier when you turn your video on or share screen and go to participents list / chat box / minimize zoom it would not turn them off but now they turns off . Otherwise its very good	P	{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.8397}	0.8397	0.0	0.842	0.158	P
I'm using this application to participate in online classes. Maybe, This is the best app for online meetings and online Classes. much better than Google meet (Zoom's features) I'm expecting a nice UI. There's something complicated with recording option..	P	{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.872}	0.872	0.0	0.784	0.216	P
I always get a problem with unmuting but otherwise it is a very good app for meetings and staff	P	{'neg': 0.08, 'neu': 0.735, 'pos': 0.185, 'compound': 0.533}	0.533	0.08	0.735	0.185	P
Great app to chat with people live, only thing tHat I would have to say negative, is that it kicks people off the chat and then you have to sign back in which takes time sometimes so you might miss key points in the meeting.	NT	{'neg': 0.108, 'neu': 0.813, 'pos': 0.079, 'compound': -0.1189}	-0.1189	0.108	0.813	0.079	N
Nice and easy to use and I cannot make meetings in zoom......	P	{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6908}	0.6908	0.0	0.637	0.363	P
Everything is good instead of video connectivity. If ntwrk is slow it disconnect automaticly.	P	{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}	0.4404	0.0	0.818	0.182	P
The application itself is great. Good quality of picture and sound. I only get every minute disconnected after I have already used 1.5 GB. I don't have that with oper similar apps.	P	{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.7906}	0.7906	0.0	0.811	0.189	P
This app is really good for just hanging around with friend online so that you never feel lonely and its great for university online classes. LIKE IF YOU AGREE Ã°Å¸â€˜Â	P	{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9588}	0.9588	0.0	0.557	0.443	P
All is good except 1 thing. Why is content share options is not there in zoom. i recommend to keep annotate and show names of annotators option. Others are scribbling the picture what teacher is display in the screen so please keep that option. Thank You	P	{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.902}	0.902	0.0	0.758	0.242	P
The app is really good. But if you can add a new feature I would recommend to add attendance collector. So that it would be easy for teachers. The time when students enter and exit from class.	P	{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.848}	0.848	0.0	0.787	0.213	P
Very good video conferencing app. That works on low internet speed. I have made more than 30 thousand people to download and use this app for online classes. Also provide them training how to use zoom app for online classes. Can you provide me a certificate for my service towards zoom app.	P	{'neg': 0.038, 'neu': 0.904, 'pos': 0.058, 'compound': 0.2716}	0.2716	0.038	0.904	0.058	P
App is good Just a suggestion, please add video quality feature for meeting participants it would make the app the best...	P	{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8555}	0.8555	0.0	0.657	0.343	P
OK this is super app but sometimes not coming sound	P	{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.5294}	0.5294	0.0	0.644	0.356	P
Very nice ,but some sign in problems occur	N	{'neg': 0.306, 'neu': 0.517, 'pos': 0.176, 'compound': -0.3619}	-0.3619	0.306	0.517	0.176	N
good one	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
Excellent Ã°Å¸â€˜Å’	P	{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}	0.5719	0.0	0.213	0.787	P
Zoom is very high definition	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Works well for my children school but needs do work	P	{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.1406}	0.1406	0.0	0.853	0.147	P
Good zoom.	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
Direct messages Shows to host of metting or not?	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
How to change background pls tell me	NT	{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}	0.0772	0.0	0.822	0.178	P
It is nice appÃ°Å¸ËœÂ but the phone getting so hot after using this app	P	{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}	0.2263	0.0	0.872	0.128	P
THIS IS A GOOD APP	P	{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}	0.4404	0.0	0.58	0.42	P
Good way of learning	P	{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}	0.4404	0.0	0.508	0.492	P
Wonderful	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}	0.5719	0.0	0.0	1.0	P
Best app ever for students to learn online	P	{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}	0.6369	0.0	0.625	0.375	P
Nice experience Ã°Å¸â€˜Â	P	{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}	0.4215	0.0	0.417	0.583	P
Overall, this is a good platform for meetings, but there is a glitch, that my video is on in the gallery view when I switch it on, but shows it is off in the participants panel. Please fix. Also add the old feature back, which enables the host to control the video or audio of participants on or off, also allowing only certain participants to unmute only when the host allows it. Adding up to end the review, I'd appreciate adding PC version features to mobile, like virtual backgrounds. 4.5Ã¢Â­Â 4 Ã°Å¸â€œÂ¹:)	P	{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.9239}	0.9239	0.0	0.858	0.142	P
Its good but I want virtual background from mobile and it has many glitches please fix them if you can than I can give you 5 stars please fix them	P	{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8074}	0.8074	0.0	0.737	0.263	P
Nice but some time net issue is there thats why i am giving. This app only 4 start	P	{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}	0.6124	0.0	0.762	0.238	P
Good but some features are not available in mobile as there in laptop? But like the most than others .	P	{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}	0.6369	0.0	0.776	0.224	P
Ok super Ã°Å¸â€™â€¢ but sometimes it is not clear ok na once check out only this all are ok	P	{'neg': 0.197, 'neu': 0.539, 'pos': 0.264, 'compound': 0.1882}	0.1882	0.197	0.539	0.264	P
very nice app nd use to easy	P	{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7178}	0.7178	0.0	0.455	0.545	P
please add an option to save meeting passcodes so that i may give it a five star rating.....	P	{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6705}	0.6705	0.0	0.744	0.256	P
In zoom I can take my class But some time l am not able to put background Piyush Sharma	P	{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.6124}	0.6124	0.0	0.818	0.182	P
Only the problem is I dont know how to make a meeting	N	{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}	-0.4019	0.197	0.803	0.0	N
Not a good app	N	{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}	-0.3412	0.445	0.555	0.0	N
Absolutely good app	P	{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}	0.4927	0.0	0.385	0.615	P
Good app but so many glitches I join my meeting but the glitches stop my meeting please remove glitchs please. And it takes so much net .	P	{'neg': 0.079, 'neu': 0.621, 'pos': 0.3, 'compound': 0.7814}	0.7814	0.079	0.621	0.3	P
There is no loud sound some times and it was stuking so please see this but this app is so good and also please keep anything like some emojis please but this app good for everyone	P	{'neg': 0.032, 'neu': 0.572, 'pos': 0.397, 'compound': 0.9613}	0.9613	0.032	0.572	0.397	P
Generate the option virtual background in Android phone also	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
No words to say , excellent	P	{'neg': 0.222, 'neu': 0.404, 'pos': 0.374, 'compound': 0.3612}	0.3612	0.222	0.404	0.374	P
I want virtual background in zoom in mobile	NT	{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}	0.0772	0.0	0.843	0.157	P
It is good but sometimes the other people cannot hear what we are talking so please resolve this problem	P	{'neg': 0.125, 'neu': 0.53, 'pos': 0.345, 'compound': 0.7355}	0.7355	0.125	0.53	0.345	P
Good app video quality is prefet	P	{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}	0.4404	0.0	0.633	0.367	P
network issue very bad	N	{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.558	0.442	0.0	N
Nice but it should be an offline application	P	{'neg': 0.181, 'neu': 0.622, 'pos': 0.197, 'compound': 0.0387}	0.0387	0.181	0.622	0.197	NT
The zoom app is nice but they could increase the time limit but it is a really nice app	P	{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8397}	0.8397	0.0	0.64	0.36	P
Whenever I use this app that time it will be a good experience , but when I go to participants or chat box my camera will automatically off and when I go outside again the camera will be automatically off I don't like this feature so I request to the company who has created this app just remove this feature. Thats why I am giving this app 4 stars. Other features are working properly. So please accept my request and this app is goodÃ°Å¸â€˜ÂÃ°Å¸ÂÂ»Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»	P	{'neg': 0.028, 'neu': 0.812, 'pos': 0.16, 'compound': 0.9134}	0.9134	0.028	0.812	0.16	P
very good app but stop working sometimes	NT	{'neg': 0.283, 'neu': 0.505, 'pos': 0.212, 'compound': -0.1787}	-0.1787	0.283	0.505	0.212	N
I love this app but many update	P	{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}	0.3818	0.0	0.698	0.302	P
I have to give 4 stars because I actually I want to give 5 starts but starting I don't know how to keep a profile I understood by my own after many months and I kept profile right now and even though why i gave 4 stars because I think that if there is any charging facility it will be more nice not a during meeting after the meeting also we can chat like WhatsApp it will be more nice so i have give only 4 star if my words hurt you i am si sorry	P	{'neg': 0.056, 'neu': 0.828, 'pos': 0.117, 'compound': 0.767}	0.767	0.056	0.828	0.117	P
I will give 4 star because that will connecting and disconnecting and voice will break that's why I am giving 4 star	P	{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.34}	0.34	0.0	0.897	0.103	P
.not that bat it's good app	P	{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}	0.4404	0.0	0.633	0.367	P
It lags a lot, and disconnects a lot too, which is annoying but the rest I don't really find much problems	N	{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.7612}	-0.7612	0.295	0.705	0.0	N
The best app for seeing friends,chating and most of all having meetings.I take my online classes from this app,although there is a problem.Sometimes random people join the meeting.Please fix thisÃ°Å¸â„¢â€¡Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸ÂÃ°Å¸â„¢â€¡Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸Â	P	{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.7506}	0.7506	0.0	0.849	0.151	P
Try to make an ubdate to know that due to error they left the class or withknowing they left the class and it takes more data make it less	N	{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4019}	-0.4019	0.088	0.912	0.0	N
It is excellent app. For chat,meeting and video	P	{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}	0.5719	0.0	0.654	0.346	P
Can we control the quality of the video? I have 3 class in a day. I can't manage it with my small amount of data please.	P	{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3182}	0.3182	0.0	0.916	0.084	P
Good for met	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}	0.4404	0.0	0.408	0.592	P
I give four stars because in zoom class my video is on in gallery and in participants also but in new update in participants show my video is off but in gallery show my video is on i open my video than also is showing in participants my video is off. but its very good app	P	{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.6474}	0.6474	0.0	0.928	0.072	P
ZOOM Fairly optimal. Rotate on Zoom switches. Audio is nearly seamless depending on speaker. Picture quality is decent from the PowerPoint perspective.	P	{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}	0.3612	0.0	0.894	0.106	P
This app is usefull for online class .	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
It was amazing Ã¢ËœÂºÃ¯Â¸Â	P	{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}	0.5859	0.0	0.441	0.559	P
You need to change this settings.when I switch on the video it will be on. when I see in Participate my video will be off why these settings remove this settings as soon as possible I hope you make this update as soon as possible	P	{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4404}	0.4404	0.0	0.938	0.062	P
Best app for video conferencing. It gives many options to the host. But the ZOOM needs to improve the muting process. As the host, I should be able to unmute a particular participant without a message (The host wants to unmute you). Then it will be good. So, please fix that problem in the next update. I am still giving you 5 stars..	P	{'neg': 0.046, 'neu': 0.741, 'pos': 0.213, 'compound': 0.9153}	0.9153	0.046	0.741	0.213	P
Very awesome application	P	{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.659}	0.659	0.0	0.313	0.687	P
Good to learning	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}	0.4404	0.0	0.408	0.592	P
Nice but if we on the video the logo of video in participants list it will be showing video off only for us not everyone pls fix this bug	P	{'neg': 0.044, 'neu': 0.893, 'pos': 0.063, 'compound': 0.1449}	0.1449	0.044	0.893	0.063	P
Perfect	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}	0.5719	0.0	0.0	1.0	P
Very good visuals Audio occasionally problematic	P	{'neg': 0.266, 'neu': 0.408, 'pos': 0.326, 'compound': 0.1496}	0.1496	0.266	0.408	0.326	P
Thank you for this platform in the nation and the globe, and. may the Lord measure an abundance of his favor upon it.... in Jesus name....	P	{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6369}	0.6369	0.0	0.822	0.178	P
Video call limit should be for an hour.	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I am trying to switch on my camera but in participation list it is showing off . Please help me Thanks you.	P	{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.8847}	0.8847	0.0	0.647	0.353	P
Very nice aap.	P	{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}	0.4754	0.0	0.393	0.607	P
It is not joining	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Not so good needed very much net	N	{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.3865}	-0.3865	0.304	0.696	0.0	N
Good for kids online classes	P	{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}	0.4404	0.0	0.58	0.42	P
Missing the background changing option in mobile version	N	{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}	-0.296	0.239	0.761	0.0	N
Generally good. It does drop people's voices every so often.	P	{'neg': 0.162, 'neu': 0.615, 'pos': 0.223, 'compound': 0.2023}	0.2023	0.162	0.615	0.223	P
Great tool	P	{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}	0.6249	0.0	0.196	0.804	P
Can't rejoin after get disconnected	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
This is really a good App to attend online classes and for other purposes...	P	{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.4902}	0.4902	0.0	0.804	0.196	P
I give 4 stars because there is no option to remove profile photo. Please add this option as soon as possible. Then I'll give you 5 stars.	P	{'neg': 0.075, 'neu': 0.847, 'pos': 0.078, 'compound': 0.0258}	0.0258	0.075	0.847	0.078	NT
This app is good for online class	P	{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}	0.4404	0.0	0.674	0.326	P
Great Ã°Å¸â€˜Â app	P	{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}	0.6249	0.0	0.328	0.672	P
Nice app very helpfull to this	P	{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}	0.4215	0.0	0.641	0.359	P
Nice	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}	0.4215	0.0	0.0	1.0	P
Only just started don't no enuf about it yet	P	{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.2235}	0.2235	0.0	0.809	0.191	P
Pls give background set option in android	NT	{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}	0.0772	0.0	0.822	0.178	P
This app is very helpfull if we have a good network connection and internet then for them it is a very nice app but for those who dont have proper internet connection then it is not good bcz it directly lack and shows connecting and error code so I think this app is helpfull for online classes	N	{'neg': 0.146, 'neu': 0.793, 'pos': 0.061, 'compound': -0.7658}	-0.7658	0.146	0.793	0.061	N
I like it, it's so good on meeting	P	{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.7384}	0.7384	0.0	0.49	0.51	P
Very good app...	P	{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}	0.4927	0.0	0.385	0.615	P
I'm impressed	P	{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4767}	0.4767	0.0	0.244	0.756	P
Very nice app Good app	P	{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.7397}	0.7397	0.0	0.324	0.676	P
Very good for every day use.	P	{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}	0.4927	0.0	0.61	0.39	P
Fantastic app	P	{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}	0.5574	0.0	0.217	0.783	P
Its a very good app, but just that it consumes a lot of battery and after the call is finished, if you try to touch or phone, you will burn your hand, mean to say that the phine becomes very hot after the call.	P	{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.7504}	0.7504	0.0	0.868	0.132	P
Works great, I used to be able to connect audio through a phone call. That was more convenient for me	P	{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}	0.6249	0.0	0.823	0.177	P
Being able to see each other has kept us all close and going during this challenging time.	P	{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.1901}	0.1901	0.0	0.901	0.099	P
This also great Ã°Å¸â€˜Â	P	{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}	0.6249	0.0	0.423	0.577	P
It good and support app	P	{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.6808}	0.6808	0.0	0.349	0.651	P
The zoom app is very nice app but it can cut the call in 45 or anytime otherwise it is very nice app...	P	{'neg': 0.092, 'neu': 0.694, 'pos': 0.215, 'compound': 0.5478}	0.5478	0.092	0.694	0.215	P
Good Ã°Å¸â„¢â€šÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸Â	P	{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}	0.4404	0.0	0.508	0.492	P
